MS Zoning,Lot Area,Lot Shape,Neighborhood,Bldg Type,House Style,Mas Vnr Type,Exter Qual,Bsmt Qual,Bsmt Exposure,Total Bsmt SF,Heating QC,Central Air,1st Flr SF,Gr Liv Area,Kitchen AbvGr,Kitchen Qual,Garage Finish,Garage Cars,Garage Area,Paved Drive,SalePrice,has_alley,has_fence,has_fireplace,Total Bsmt Bath,total_baths,on_cds,Overall Goodness
160,RL,25339,Reg,Sawyer,1Fam,1Story,None,2,3,1,816.0,4,1,1416,1416,1,3,1,2.0,576.0,0,112000,0,0,0,0.0,2,0,35
161,RL,8883,IR1,SawyerW,1Fam,2Story,BrkFace,3,4,1,929.0,4,1,946,1873,1,3,2,2.0,619.0,1,207000,0,1,1,1.0,3,0,35
162,RM,3000,Reg,OldTown,Duplex,2Story,None,2,3,1,1040.0,2,0,1088,2128,2,2,0,0.0,0.0,1,62500,1,0,0,0.0,2,0,5
163,RL,2448,Reg,NridgHt,Twnhs,2Story,Stone,3,4,1,764.0,4,1,764,1626,1,3,2,2.0,474.0,1,154000,0,0,0,1.0,3,0,35
164,RL,7100,IR1,NAmes,1Fam,1Story,None,2,3,1,816.0,2,1,816,816,1,2,1,1.0,308.0,1,129900,0,0,0,1.0,1,0,35
165,RM,2592,Reg,MeadowV,TwnhsE,2Story,None,2,4,1,536.0,2,1,536,1112,1,2,1,1.0,336.0,1,85000,0,0,0,0.0,2,0,15
166,RM,5700,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,572.0,2,1,572,1111,1,2,1,1.0,288.0,1,116900,0,0,1,0.0,1,0,49
167,RL,2289,Reg,NPkVill,Twnhs,2Story,None,2,3,1,855.0,2,1,855,1441,1,2,1,2.0,440.0,1,148500,0,0,1,0.0,3,0,36
168,RL,12180,Reg,Edwards,2fmCon,1.5Fin,None,2,4,1,672.0,1,0,672,924,1,1,1,1.0,280.0,1,80000,0,1,0,1.0,1,0,16
169,RL,7400,IR1,Sawyer,1Fam,SFoyer,None,2,4,3,1060.0,2,1,1126,1126,1,2,1,2.0,506.0,1,152000,0,0,0,1.0,1,1,25
170,RL,8842,Reg,Edwards,1Fam,1Story,None,2,2,1,381.0,4,1,992,992,1,2,1,1.0,319.0,1,155891,0,1,0,0.0,1,0,30
171,RL,8850,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,768.0,4,1,752,1376,1,3,1,2.0,576.0,0,165000,1,0,0,0.0,1,0,42
172,FV,9215,Reg,Somerst,1Fam,1Story,None,3,4,1,1218.0,4,1,1218,1218,1,3,2,2.0,676.0,1,204500,0,0,0,0.0,2,0,35
173,RL,9480,Reg,NAmes,1Fam,2Story,Stone,2,3,1,728.0,4,1,888,1644,1,3,1,1.0,312.0,1,146500,0,0,1,0.0,2,0,35
174,RL,11880,IR1,NWAmes,1Fam,1Story,BrkFace,2,4,1,1271.0,2,1,1601,1601,1,2,2,2.0,478.0,1,157000,0,0,1,0.0,2,0,35
175,RM,10800,Reg,OldTown,1Fam,2Story,None,2,3,2,1313.0,3,1,1313,2495,1,2,1,2.0,342.0,1,184000,0,0,1,0.0,2,0,49
176,RL,7861,IR1,Gilbert,1Fam,2Story,None,3,4,1,783.0,4,1,807,1509,1,3,3,2.0,393.0,1,183200,0,0,1,1.0,3,0,30
177,RL,11616,Reg,Sawyer,1Fam,1Story,BrkFace,2,3,1,1092.0,2,1,1092,1092,1,2,1,1.0,288.0,1,139000,0,0,1,1.0,1,0,25
178,RL,10542,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,4,1311.0,4,1,1325,2418,1,3,2,3.0,983.0,1,341000,0,0,1,1.0,3,0,35
179,RM,1680,Reg,BrDale,Twnhs,2Story,BrkFace,2,3,1,483.0,2,1,483,987,1,2,1,1.0,264.0,1,96000,0,0,0,0.0,2,0,30
180,RM,8546,Reg,Edwards,1Fam,1Story,None,2,4,1,1121.0,4,1,1121,1121,1,2,2,2.0,440.0,1,140000,0,0,0,0.0,2,0,20
181,RM,7407,Reg,OldTown,1Fam,1Story,None,2,3,1,912.0,2,1,1236,1236,1,2,1,2.0,923.0,1,149700,0,1,0,1.0,1,0,42
182,RL,10140,Reg,NWAmes,1Fam,1Story,None,2,4,1,1056.0,4,1,1074,1074,1,2,2,2.0,495.0,1,153500,0,1,0,1.0,2,0,30
184,RL,8158,Reg,CollgCr,1Fam,2Story,BrkFace,3,4,1,884.0,4,1,884,1768,1,3,2,2.0,543.0,1,224900,0,0,0,1.0,3,0,35
185,FV,7500,Reg,Somerst,1Fam,1Story,None,3,4,1,1257.0,4,1,1266,1266,1,3,1,2.0,453.0,1,176000,1,0,1,0.0,2,0,35
186,RL,10678,Reg,NoRidge,1Fam,1.5Fin,BrkFace,3,4,1,1683.0,4,1,2129,2872,1,3,3,2.0,541.0,1,285000,0,0,1,0.0,3,0,40
187,RL,15256,IR1,Somerst,1Fam,1Story,Stone,3,4,4,1485.0,4,1,1464,1464,1,3,1,3.0,754.0,1,282922,0,0,0,1.0,2,1,40
188,RL,14200,Reg,NAmes,1Fam,2Story,BrkFace,2,3,1,924.0,4,1,1216,2157,1,3,3,2.0,487.0,1,226000,0,1,1,0.0,3,0,42
189,RL,12438,IR1,StoneBr,1Fam,2Story,BrkFace,4,5,1,1234.0,4,1,1264,2576,1,4,3,3.0,666.0,1,361919,0,0,1,0.0,3,0,40
190,RL,16023,IR1,StoneBr,1Fam,2Story,BrkFace,3,5,4,1398.0,4,1,1414,2798,1,4,3,3.0,670.0,1,457347,0,0,1,1.0,4,1,45
191,RL,20064,IR1,ClearCr,1Fam,1Story,None,3,4,4,966.0,4,1,1743,1743,1,3,3,2.0,529.0,1,279000,0,0,1,2.0,1,0,48
192,RL,9819,IR1,Mitchel,1Fam,1Story,None,2,3,4,1567.0,2,1,1567,1567,1,3,2,2.0,714.0,1,196000,0,0,1,1.0,2,0,30
193,RL,10400,Reg,NWAmes,1Fam,1Story,BrkFace,2,4,1,1090.0,2,1,1370,1370,1,2,2,2.0,479.0,1,152000,0,1,1,0.0,2,0,35
194,RL,11643,Reg,NAmes,Duplex,2Story,BrkFace,2,3,1,1248.0,2,1,1338,2634,2,2,1,4.0,968.0,1,200000,0,0,0,2.0,4,0,25
195,RL,11645,Reg,CollgCr,1Fam,1Story,BrkFace,3,5,4,1570.0,4,1,1590,1590,1,4,3,3.0,754.0,1,294900,0,0,0,1.0,3,0,40
196,RL,7328,Reg,SawyerW,1Fam,1Story,BrkFace,3,4,1,1450.0,4,1,1450,1450,1,3,2,3.0,788.0,1,224243,0,0,0,0.0,2,0,35
197,RL,7822,Reg,Edwards,1Fam,1.5Fin,None,2,2,1,832.0,2,1,846,1338,1,2,1,2.0,528.0,0,92000,0,1,0,0.0,2,0,18
198,RL,9018,IR1,Gilbert,1Fam,2Story,None,3,4,3,728.0,4,1,728,1456,1,3,3,2.0,400.0,1,179540,0,0,1,0.0,3,0,35
199,RL,13472,Reg,NridgHt,1Fam,1Story,BrkFace,4,5,4,2392.0,4,1,2392,2392,1,4,3,3.0,968.0,1,386250,0,0,1,0.0,2,0,50
200,RM,1533,Reg,MeadowV,Twnhs,SLvl,None,2,4,3,530.0,2,1,530,992,1,2,3,1.0,297.0,1,106500,0,0,0,1.0,1,0,20
201,FV,11003,Reg,Somerst,1Fam,2Story,Stone,4,5,3,1017.0,4,1,1026,2007,1,4,3,3.0,812.0,1,310000,0,0,1,1.0,3,0,50
202,RL,10790,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,1,1066.0,4,1,1108,2385,1,3,3,3.0,600.0,1,252000,0,0,1,0.0,3,0,35
203,RL,7128,Reg,Crawfor,1Fam,2.5Unf,None,2,3,1,918.0,3,1,918,1646,1,2,1,1.0,240.0,1,164000,0,1,1,0.0,2,0,35
204,RL,7713,Reg,Gilbert,1Fam,2Story,Stone,3,4,1,728.0,4,1,728,1456,1,3,3,2.0,400.0,1,177594,0,0,0,0.0,3,0,35
205,RM,6240,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,528.0,3,1,548,1040,1,2,3,2.0,624.0,0,123900,0,0,0,0.0,1,0,35
206,RL,22420,IR1,Crawfor,1Fam,2Story,None,2,4,1,1370.0,2,0,1370,2624,1,2,1,3.0,864.0,0,239000,0,0,1,1.0,3,0,36
207,RL,15300,Reg,Mitchel,1Fam,1Story,None,2,3,1,1068.0,2,1,1264,1264,1,2,1,2.0,528.0,1,169000,0,0,1,1.0,1,0,25
208,RL,3196,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,4,1374.0,4,1,1557,1557,1,3,3,2.0,420.0,1,234000,0,0,1,0.0,2,0,35
209,RL,9360,Reg,Mitchel,1Fam,SFoyer,None,2,4,3,957.0,2,1,1287,1287,1,2,2,2.0,541.0,1,173000,0,1,1,1.0,2,0,42
210,RL,11241,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1004.0,4,1,1004,1004,1,2,3,2.0,480.0,1,149000,0,0,1,1.0,1,1,42
211,RL,9260,Reg,SawyerW,1Fam,1Story,None,3,4,2,1162.0,4,1,1162,1162,1,3,3,2.0,483.0,1,170000,0,0,0,0.0,2,0,35
212,FV,7993,IR1,Somerst,1Fam,1Story,None,3,5,1,1436.0,4,1,1436,1436,1,3,3,2.0,529.0,1,225000,0,0,0,0.0,2,0,35
213,RL,9239,Reg,Sawyer,1Fam,1Story,None,2,3,1,960.0,4,1,960,960,1,3,3,1.0,300.0,1,144900,0,0,0,1.0,1,0,40
214,RL,10044,IR1,Edwards,1Fam,1Story,None,2,4,4,1196.0,2,1,1196,1196,1,2,2,1.0,336.0,1,144000,0,1,0,1.0,1,1,30
215,RL,3182,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,1,1256.0,4,1,1269,1269,1,3,3,2.0,430.0,1,192000,0,0,1,0.0,2,0,40
216,RL,7626,Reg,NAmes,1Fam,1Story,None,3,3,1,1031.0,3,1,1031,1031,1,3,1,1.0,230.0,1,145500,0,1,0,1.0,1,0,40
217,RL,7008,Reg,OldTown,1Fam,1.5Fin,None,2,2,1,448.0,4,1,448,720,1,1,1,1.0,280.0,1,86900,0,0,0,0.0,1,0,32
218,RL,12160,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1505.0,4,1,1505,1505,1,2,2,2.0,505.0,1,149500,0,0,1,1.0,1,0,24
219,RL,6305,Reg,Crawfor,1Fam,1Story,None,2,2,1,920.0,4,1,954,954,1,1,1,1.0,240.0,1,119750,0,1,1,0.0,1,0,35
220,RL,8846,Reg,CollgCr,1Fam,2Story,None,2,4,1,750.0,4,1,750,1500,1,3,2,2.0,564.0,1,173900,0,0,0,0.0,3,0,30
221,RL,10659,IR1,NAmes,1Fam,1Story,None,2,3,1,1050.0,2,1,1050,1050,1,2,1,1.0,368.0,1,136500,0,0,0,1.0,1,0,30
222,RL,13108,IR1,StoneBr,1Fam,2Story,None,3,4,1,2062.0,4,1,2079,2687,1,3,3,2.0,618.0,1,270000,0,0,0,0.0,3,0,40
223,RL,13500,Reg,ClearCr,1Fam,1Story,None,2,4,4,1602.0,3,1,1252,1252,1,2,2,2.0,564.0,1,235000,0,0,1,1.0,1,0,42
224,RL,7750,Reg,Gilbert,1Fam,SLvl,None,2,4,1,384.0,4,1,774,1430,1,2,2,2.0,400.0,1,156000,0,0,1,0.0,3,0,35
225,RL,12450,Reg,SawyerW,1Fam,1Story,None,2,4,1,1114.0,4,1,1114,1114,1,3,1,2.0,576.0,1,153000,0,0,0,1.0,2,0,25
226,RM,4500,Reg,Mitchel,TwnhsE,1Story,BrkFace,2,5,1,1224.0,4,1,1224,1224,1,2,3,2.0,402.0,1,165000,0,0,0,1.0,2,0,30
227,RL,11198,IR1,StoneBr,1Fam,2Story,BrkFace,3,4,1,1122.0,4,1,1134,2504,1,4,3,3.0,656.0,1,325000,0,0,1,0.0,3,0,45
228,RL,6221,IR1,Crawfor,2fmCon,1.5Fin,None,2,3,1,728.0,4,1,760,1355,1,2,1,2.0,528.0,1,140000,0,1,0,0.0,2,0,25
229,RM,13200,Reg,IDOTRR,1Fam,SLvl,BrkFace,2,3,1,741.0,1,1,1497,2294,1,2,1,2.0,658.0,1,202500,0,0,1,0.0,3,0,36
230,RL,8769,Reg,NridgHt,TwnhsE,1Story,BrkFace,4,5,1,1702.0,4,1,1702,1702,1,4,3,3.0,1052.0,1,367294,0,0,1,1.0,2,0,45
231,RL,10200,Reg,Timber,1Fam,SLvl,BrkFace,3,4,3,1461.0,4,1,1509,1509,1,3,2,2.0,600.0,1,175000,0,0,1,1.0,2,0,30
232,RL,9550,IR1,Crawfor,1Fam,2Story,None,2,3,1,756.0,3,1,961,1717,1,3,1,3.0,642.0,1,140000,0,0,1,1.0,1,0,35
233,RL,10331,Reg,Timber,1Fam,1Story,None,2,4,1,1265.0,3,1,1240,1240,1,3,1,2.0,528.0,1,174000,0,0,0,1.0,2,1,49
234,RL,9587,IR1,Gilbert,1Fam,SLvl,Stone,3,4,4,856.0,4,1,1166,1166,1,3,3,2.0,400.0,1,190000,0,0,0,1.0,2,0,35
235,RM,9900,Reg,OldTown,1Fam,2Story,None,3,3,1,504.0,4,1,764,1464,1,2,0,0.0,0.0,0,129000,0,0,0,0.0,2,0,40
236,RL,22002,Reg,NAmes,1Fam,1Story,BrkFace,2,3,2,1592.0,3,1,1652,1652,1,3,2,2.0,510.0,1,200000,0,0,1,1.0,2,0,42
237,RL,13000,Reg,NAmes,1Fam,2Story,BrkFace,2,4,1,896.0,2,1,1182,2142,1,3,3,1.0,509.0,1,193500,0,0,1,0.0,3,0,36
238,RL,8250,Reg,NAmes,1Fam,1Story,Stone,2,4,1,1092.0,4,1,1092,1092,1,2,2,2.0,504.0,1,145000,0,1,0,1.0,1,0,42
239,RL,8170,IR1,Crawfor,1Fam,1.5Fin,BrkFace,3,3,1,1022.0,4,1,1122,1671,1,2,1,2.0,451.0,1,218000,0,0,1,0.0,2,0,49
240,RL,12048,Reg,Edwards,1Fam,1Story,BrkFace,2,0,0,0.0,3,1,1488,1488,1,2,2,2.0,569.0,1,135000,0,0,1,0.0,1,0,30
241,RL,10858,Reg,NAmes,1Fam,1Story,Stone,2,3,2,1444.0,4,1,1624,1624,1,2,2,1.0,240.0,1,146500,0,1,1,1.0,1,0,30
242,RL,7577,IR1,NridgHt,TwnhsE,1Story,Stone,3,4,3,1362.0,4,1,1362,1362,1,3,2,2.0,460.0,1,194700,0,0,1,0.0,2,0,30
243,FV,7500,Reg,Somerst,1Fam,1Story,Stone,3,4,1,1218.0,4,1,1218,1218,1,3,3,2.0,462.0,1,230348,1,0,0,1.0,2,0,35
244,RM,6120,Reg,OldTown,1Fam,1Story,None,2,2,1,1124.0,2,1,1068,1068,1,2,1,1.0,288.0,1,109500,0,0,1,1.0,1,0,30
245,RL,23580,IR1,Mitchel,1Fam,1Story,None,2,4,4,1625.0,2,1,1625,1625,1,1,3,2.0,576.0,1,242500,0,0,1,1.0,2,0,36
246,RL,5306,IR1,StoneBr,TwnhsE,2Story,None,3,4,1,1064.0,3,1,1064,1767,1,3,2,2.0,504.0,1,239000,0,0,1,1.0,2,0,49
247,RL,8092,Reg,NAmes,1Fam,1Story,BrkFace,2,3,1,1050.0,4,1,1050,1050,1,3,2,1.0,286.0,1,156000,0,0,0,1.0,1,0,48
248,RL,8593,IR1,NAmes,1Fam,1Story,None,2,3,1,907.0,4,1,907,907,1,2,1,1.0,352.0,1,109008,0,0,0,0.0,1,0,24
249,RM,11067,Reg,IDOTRR,1Fam,1.5Fin,None,2,0,0,0.0,4,1,640,845,1,2,1,1.0,256.0,0,68104,0,0,0,0.0,1,0,8
250,RL,11929,IR1,NoRidge,1Fam,2Story,BrkFace,3,4,3,1242.0,4,1,1251,2501,1,3,2,3.0,751.0,1,290000,0,0,1,0.0,3,1,56
251,RL,9900,Reg,NAmes,1Fam,1Story,None,2,4,1,1209.0,3,1,1209,1209,1,2,2,2.0,504.0,1,159000,0,0,0,1.0,1,0,25
252,RL,4882,IR1,BrkSide,1Fam,2Story,None,2,3,1,348.0,2,1,453,906,1,2,1,1.0,231.0,1,87000,0,0,0,0.0,1,0,28
253,RL,11423,Reg,CollgCr,1Fam,1Story,BrkFace,3,4,3,1581.0,4,1,1601,1601,1,3,2,2.0,670.0,1,272000,0,1,1,1.0,2,0,40
254,RL,8772,Reg,CollgCr,1Fam,1Story,None,3,4,2,1336.0,4,1,1336,1336,1,3,1,2.0,502.0,1,198000,0,0,0,1.0,2,0,35
255,RM,7628,Reg,OldTown,1Fam,1.5Fin,None,2,3,1,801.0,3,1,1095,1656,1,2,1,2.0,440.0,1,119164,0,0,0,0.0,2,0,24
256,RL,8335,Reg,Edwards,1Fam,1Story,None,2,0,0,0.0,3,1,1124,1124,1,2,0,0.0,0.0,0,93000,0,0,1,0.0,1,0,25
257,RL,8220,IR1,Gilbert,1Fam,2Story,BrkFace,3,4,3,982.0,4,1,1008,1892,1,2,2,2.0,431.0,1,226750,0,0,1,0.0,3,0,35
258,RL,10615,IR1,OldTown,2fmCon,2Story,None,2,2,2,978.0,2,1,1014,1699,2,2,1,2.0,420.0,1,95000,0,0,0,1.0,2,0,15
259,RM,6000,Reg,BrkSide,1Fam,1.5Fin,None,2,3,1,780.0,2,1,780,1416,1,2,1,1.0,312.0,0,139900,0,0,0,0.0,2,0,42
260,RL,5350,IR1,BrkSide,1Fam,1Story,None,2,3,1,728.0,4,1,1306,1306,1,1,0,0.0,0.0,1,76500,0,1,0,0.0,1,0,6
261,RL,5400,Reg,OldTown,1Fam,1Story,None,3,3,1,672.0,3,1,672,672,1,2,1,1.0,308.0,0,86900,0,0,0,0.0,1,0,28
262,RL,17979,IR1,Mitchel,1Fam,1Story,None,2,3,1,1113.0,4,1,1160,1160,1,3,1,1.0,257.0,1,152500,0,1,0,1.0,1,0,30
263,RL,9520,Reg,Edwards,1Fam,1Story,Stone,2,4,1,911.0,2,1,930,930,1,2,2,1.0,286.0,1,99000,0,1,0,0.0,1,0,20
264,RL,5330,Reg,BrkSide,1Fam,1Story,None,1,3,1,420.0,3,1,708,708,1,1,0,0.0,0.0,1,82500,0,0,0,0.0,1,0,28
265,RL,8012,Reg,SawyerW,TwnhsE,1Story,None,3,4,1,1575.0,3,1,1575,1575,1,3,2,2.0,529.0,1,179200,0,0,0,1.0,2,0,30
266,RL,9000,Reg,Sawyer,1Fam,1Story,None,2,3,1,1059.0,3,1,1059,1059,1,2,3,1.0,286.0,1,142500,0,1,0,1.0,1,0,30
267,RL,14299,Reg,Sawyer,1Fam,1Story,None,2,3,1,1005.0,2,1,1005,1005,1,2,1,2.0,440.0,0,115400,0,1,0,1.0,1,0,12
268,FV,7050,Reg,Somerst,1Fam,2Story,None,3,4,1,1057.0,4,1,1057,1929,1,3,3,2.0,650.0,1,226000,0,0,1,1.0,3,0,35
269,FV,3180,Reg,Somerst,TwnhsE,2Story,None,3,4,1,600.0,4,1,520,1200,1,3,2,2.0,480.0,1,144152,1,0,0,0.0,3,0,35
270,RL,16451,IR1,NridgHt,1Fam,2Story,BrkFace,3,5,4,1765.0,4,1,1804,2690,1,3,3,3.0,795.0,1,370000,0,0,1,0.0,3,0,40
271,RL,12887,Reg,Mitchel,1Fam,1Story,None,2,4,2,833.0,2,1,833,833,1,3,1,2.0,495.0,1,149900,0,1,0,1.0,1,0,35
272,RL,15578,IR1,Gilbert,1Fam,2Story,None,3,4,1,728.0,3,1,728,1456,1,2,2,2.0,429.0,1,172785,0,0,0,0.0,3,0,30
273,RL,7200,Reg,NAmes,1Fam,1Story,None,2,3,1,864.0,3,1,864,864,1,3,2,2.0,720.0,1,129000,0,0,0,1.0,1,0,40
274,RL,17043,IR1,NWAmes,1Fam,1Story,None,2,4,1,1362.0,2,1,1586,1586,1,2,1,2.0,435.0,1,181000,0,0,1,0.0,2,1,30
275,RL,10000,Reg,NAmes,1Fam,SLvl,BrkFace,2,3,3,1058.0,4,1,1370,1370,1,2,2,1.0,300.0,1,148000,0,1,1,1.0,1,0,30
276,RL,8050,Reg,Edwards,1Fam,1Story,None,2,4,3,914.0,4,1,914,914,1,3,0,0.0,0.0,0,117250,0,0,0,1.0,1,0,30
277,RL,3182,Reg,Blmngtn,TwnhsE,1Story,BrkFace,3,4,3,1373.0,4,1,1555,1555,1,3,3,2.0,430.0,1,192500,0,0,1,0.0,2,0,35
278,RM,1950,Reg,Blueste,Twnhs,2Story,None,2,4,1,716.0,2,1,716,1556,1,2,3,2.0,452.0,1,151000,0,1,1,1.0,3,0,36
279,RL,7700,Reg,CollgCr,1Fam,1Story,None,2,3,1,882.0,2,1,882,882,1,2,1,2.0,461.0,1,112500,0,1,0,1.0,1,0,25
280,RL,8731,IR1,BrkSide,1Fam,1Story,None,2,3,1,915.0,2,1,1167,1167,1,2,1,2.0,495.0,1,144000,0,0,1,0.0,1,0,25
281,RL,8232,IR1,NridgHt,TwnhsE,1Story,BrkFace,4,5,1,1800.0,4,1,1800,1800,1,4,2,3.0,944.0,1,370967,0,0,1,1.0,2,0,45
282,RL,2280,Reg,NPkVill,Twnhs,2Story,None,2,3,1,855.0,2,1,855,1456,1,3,1,2.0,440.0,1,149900,0,0,1,0.0,3,0,36
283,RL,8935,IR1,CollgCr,1Fam,2Story,BrkFace,3,4,1,831.0,4,1,831,1660,1,3,2,2.0,493.0,1,195000,0,0,0,0.0,3,0,35
284,RL,9125,IR1,Gilbert,1Fam,SLvl,BrkFace,2,4,1,384.0,3,1,812,1482,1,3,3,2.0,392.0,1,163900,0,0,1,0.0,3,0,35
285,RL,11075,Reg,ClearCr,1Fam,1Story,BrkFace,2,4,1,1190.0,4,1,1522,1522,1,2,3,2.0,552.0,1,182000,0,1,1,0.0,2,0,30
286,RL,13438,IR1,Timber,1Fam,1Story,Stone,4,5,4,2190.0,4,1,2036,2036,1,4,3,3.0,780.0,1,410000,0,0,1,1.0,2,0,45
287,RL,11070,Reg,Mitchel,1Fam,1Story,None,2,4,1,1582.0,2,1,1595,1595,1,2,1,2.0,672.0,1,152000,0,0,0,1.0,2,0,25
288,RL,7800,Reg,SawyerW,1Fam,2Story,BrkFace,3,4,1,891.0,4,1,891,1686,1,3,3,2.0,462.0,1,184000,0,0,0,0.0,3,0,35
289,RM,7060,Reg,Mitchel,Duplex,SFoyer,BrkFace,2,4,4,1344.0,4,1,1344,1344,2,2,3,4.0,784.0,1,206300,0,0,0,2.0,2,0,35
290,RL,11836,IR1,Mitchel,Duplex,1Story,None,2,3,1,1652.0,2,1,1652,1652,2,2,1,3.0,928.0,1,146500,0,0,0,0.0,2,0,25
291,RL,8382,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,832.0,2,1,832,1337,1,2,1,1.0,263.0,1,108000,0,0,0,0.0,1,0,20
292,RL,10192,IR1,NWAmes,1Fam,SLvl,BrkFace,2,3,1,570.0,3,1,1222,1920,1,3,2,2.0,487.0,1,170000,0,1,1,0.0,3,0,42
293,RM,4426,Reg,CollgCr,TwnhsE,1Story,BrkFace,3,4,2,848.0,4,1,848,848,1,3,2,2.0,420.0,1,145000,0,0,0,1.0,1,0,30
294,RL,2280,Reg,NPkVill,Twnhs,1Story,None,2,4,1,1057.0,2,1,1055,1055,1,2,2,2.0,440.0,1,123000,0,0,1,1.0,2,0,35
295,RL,2887,Reg,ClearCr,1Fam,1Story,None,2,4,2,1291.0,4,1,1291,1291,1,3,1,2.0,431.0,1,173000,0,0,1,1.0,1,0,30
296,RM,8520,Reg,OldTown,1Fam,1Story,None,2,3,1,624.0,3,1,720,720,1,2,1,2.0,484.0,1,105900,0,0,0,0.0,1,0,48
297,RM,1596,Reg,MeadowV,Twnhs,SLvl,None,2,4,4,462.0,2,1,526,988,1,2,1,1.0,297.0,1,91000,0,1,0,1.0,1,0,20
298,RL,15600,Reg,Crawfor,1Fam,1.5Fin,None,2,3,1,1067.0,1,0,986,1523,1,1,1,1.0,295.0,1,158000,0,0,1,1.0,2,0,35
299,RL,9313,IR1,CollgCr,1Fam,2Story,None,3,4,1,864.0,4,1,864,1728,1,3,2,2.0,572.0,1,190000,0,0,0,0.0,3,0,35
300,RL,11064,IR2,Veenker,TwnhsE,1Story,None,3,4,4,1230.0,4,1,1239,1239,1,3,3,2.0,477.0,1,217500,0,0,1,1.0,2,1,40
301,RM,9000,Reg,IDOTRR,1Fam,1.5Fin,BrkFace,2,3,1,1151.0,3,1,1151,1955,1,2,3,1.0,356.0,1,165500,0,0,0,0.0,2,0,25
302,RL,12000,Reg,Crawfor,1Fam,2Story,None,2,3,1,704.0,4,1,860,1564,1,1,1,1.0,234.0,1,174500,0,0,1,0.0,2,0,49
303,RL,7692,Reg,Edwards,1Fam,SLvl,None,2,5,3,416.0,3,1,1204,1204,1,2,1,1.0,312.0,1,100000,0,0,0,0.0,1,0,24
304,RL,14267,IR1,NAmes,1Fam,1Story,BrkFace,2,3,1,1329.0,2,1,1329,1329,1,3,1,1.0,312.0,1,172000,0,0,0,0.0,2,0,36
305,RL,9675,Reg,CollgCr,1Fam,1Story,None,2,3,1,864.0,2,1,879,879,1,2,1,2.0,440.0,1,120000,0,0,0,0.0,1,0,30
306,RH,8400,Reg,SawyerW,1Fam,1Story,None,1,3,1,721.0,3,1,841,841,1,2,1,1.0,294.0,0,82000,0,0,0,0.0,1,0,16
307,RL,7500,Reg,NAmes,1Fam,1.5Fin,None,2,3,1,784.0,4,1,900,1312,1,2,1,2.0,649.0,1,127000,0,0,0,0.0,2,0,36
308,RM,9600,Reg,OldTown,1Fam,2.5Unf,None,2,4,1,735.0,1,0,1134,2058,1,2,1,2.0,396.0,0,129500,1,0,1,0.0,2,0,30
309,RL,5814,IR1,StoneBr,TwnhsE,1Story,None,3,4,3,1220.0,3,1,1360,1360,1,3,2,2.0,565.0,1,187500,0,0,1,1.0,1,1,40
310,RL,14860,IR2,CollgCr,1Fam,1Story,BrkFace,3,5,4,1778.0,4,1,1786,1786,1,3,2,3.0,715.0,1,300000,0,0,1,1.0,2,1,40
311,RL,14803,IR1,NWAmes,1Fam,2Story,BrkFace,2,3,1,825.0,3,1,1097,1993,1,2,2,2.0,495.0,1,190000,0,1,1,0.0,3,1,30
312,RL,7550,Reg,Edwards,1Fam,1.5Fin,None,1,3,1,951.0,1,0,986,1362,1,2,1,1.0,280.0,0,96000,0,1,0,0.0,2,0,20
313,FV,8125,Reg,Somerst,1Fam,2Story,Stone,3,4,1,1092.0,4,1,1112,1550,1,3,3,2.0,438.0,1,241000,0,0,0,1.0,2,0,35
314,RL,13673,IR1,Sawyer,1Fam,1Story,None,2,3,1,1140.0,2,1,1696,1696,1,2,2,1.0,349.0,1,143900,0,0,1,0.0,2,1,25
315,RM,1533,Reg,MeadowV,Twnhs,2Story,None,2,3,1,546.0,2,1,546,1092,1,2,1,1.0,286.0,1,87550,0,0,0,0.0,2,0,20
316,RL,7658,Reg,NridgHt,TwnhsE,1Story,BrkFace,4,5,1,1752.0,4,1,1752,1752,1,4,2,2.0,576.0,1,319900,0,0,1,1.0,2,0,45
317,RL,12292,IR1,StoneBr,1Fam,2Story,BrkFace,3,5,4,1094.0,4,1,1102,2473,1,3,3,3.0,675.0,1,356383,0,0,1,0.0,3,1,45
318,RL,11923,IR1,CollgCr,1Fam,1Story,None,3,5,1,1800.0,4,1,1800,1800,1,4,3,2.0,702.0,1,239000,0,0,0,0.0,2,0,45
319,RL,10010,Reg,NoRidge,1Fam,2Story,BrkFace,3,4,3,1080.0,4,1,1108,2197,1,3,3,3.0,783.0,1,287500,0,0,1,1.0,3,0,35
320,RM,12358,IR1,OldTown,1Fam,1.5Fin,None,2,3,1,720.0,2,1,854,1382,1,2,1,2.0,660.0,1,128500,0,0,0,0.0,2,0,30
